ID	Participant	Condition	Word	Cognate	TrialNumberRaw	PreTestRaw	GermanKnown	TestingMoment	RetentionInterval	KnownBefore	MeanTime	Score	Phonemes	PhonemesCorrectRelative	PhonemesIncorrectRelative	ExtraPhonemes	Memory	Lextale	Proficiency	YearsOfDutch	Age	Exposure	HowManyOtherLanguages
37gesp	37	Control	gesp	Non-cognate	23	9		Post	7	No		0	4	0	4	0	71	65	3	0.75	28	2	2
37slab	37	Control	slab	Non-cognate	24	9		Post	3	No		0	4	0	4	0	71	65	3	0.75	28	2	2
37waaier	37	Control	waaier	Non-cognate	26	9		Post	3	No		0	5	0	5	0	71	65	3	0.75	28	2	2
37veter	37	Control	veter	Non-cognate	27	8		Post	7	No		0	5	0	5	0	71	65	3	0.75	28	2	2
37speldje	37	Control	speldje	Non-cognate	40	9		Post	7	No		0	7	0	7	0	71	65	3	0.75	28	2	2
37toverstaf	37	Control	toverstaf	Cognate	45	9	Yes	Post	7	No		0	9	0	9	0	71	65	3	0.75	28	2	2
37zwemvleugel	37	Control	zwemvleugel	Cognate	49	9	Yes	Post	3	No		0	10	0	10	0	71	65	3	0.75	28	2	2
37knuffel	37	Control	knuffel	Cognate	52	8	Yes	Post	3	No		0	6	0	6	0	71	65	3	0.75	28	2	2
37stelt	37	Control	stelt	Cognate	54	9	Yes	Post	3	No		0	5	0	5	0	71	65	3	0.75	28	2	2
37gum	37	Control	gum	Cognate	58	8	Yes	Post	7	No		0	3	0	3	0	71	65	3	0.75	28	2	2
37tamboerijn	37	Control	tamboerijn	Cognate	59	9	Yes	Post	7	No		0	8	0	8	0	71	65	3	0.75	28	2	2
37broodrooster	37	Control	broodrooster	Non-cognate	64	g		Post	3	No		0	10	0	10	0	71	65	3	0.75	28	2	2
37rietje	37	Control	rietje	Non-cognate	65	8		Post	7	No		0	5	0	5	0	71	65	3	0.75	28	2	2
37kooi	37	Control	kooi	Non-cognate	67	9		Post	3	No		0	3	0	3	0	71	65	3	0.75	28	2	2
37garde	37	Control	garde	Non-cognate	71	9		Post	7	No		0	5	0	5	0	71	65	3	0.75	28	2	2
37lessenaar	37	Control	lessenaar	Non-cognate	73	9		Post	3	No		0	7	0	7	0	71	65	3	0.75	28	2	2
37kapstok	37	Control	kapstok	Non-cognate	75	9		Post	7	No		0	7	0	7	0	71	65	3	0.75	28	2	2
38vijzel	38	Control	vijzel	Non-cognate	3	9		Post	3	No		0	5	0	5	0	95	68.75	3	4	23	2	1
38klos	38	Control	klos	Non-cognate	4	h		Post	7	No		0	4	0	4	0	95	68.75	3	4	23	2	1
38kruiwagen	38	Control	kruiwagen	Non-cognate	5	9		Post	3	No		0	7	0	7	0	95	68.75	3	4	23	2	1
38spijker	38	Control	spijker	Non-cognate	10	7		Post	7	No		0	6	0	6	0	95	68.75	3	4	23	2	1
38passer	38	Control	passer	Non-cognate	14	9		Post	7	No		0	5	0	5	0	95	68.75	3	4	23	2	1
38buis	38	Control	buis	Non-cognate	20	9		Post	3	No		0	3	0	3	0	95	68.75	3	4	23	2	1
38keppel	38	Control	keppel	Cognate	24	h	Yes	Post	7	No		0	5	0	5	0	95	68.75	3	4	23	2	1
38rits	38	Control	rits	Cognate	25	9	Yes	Post	3	No		0	4	0	4	0	95	68.75	3	4	23	2	1
38kraag	38	Control	kraag	Cognate	26	9	Yes	Post	3	No		0	4	0	4	0	95	68.75	3	4	23	2	1
38schort	38	Control	schort	Cognate	27	9	Yes	Post	7	No		0	5	0	5	0	95	68.75	3	4	23	2	1
38tulband	38	Control	tulband	Cognate	28	h	Yes	Post	3	No		0	7	0	7	0	95	68.75	3	4	23	2	1
38pruik	38	Control	pruik	Cognate	37	9	Yes	Post	7	No		0	4	0	4	0	95	68.75	3	4	23	2	1
38slinger	38	Control	slinger	Non-cognate	42	9		Post	3	No		0	6	0	6	0	95	68.75	3	4	23	2	1
38speen	38	Control	speen	Non-cognate	49	9		Post	3	No		0	4	0	4	0	95	68.75	3	4	23	2	1
38puntenslijper	38	Control	puntenslijper	Non-cognate	54	9		Post	3	No		0	11	0	11	0	95	68.75	3	4	23	2	1
38tol	38	Control	tol	Non-cognate	57	9		Post	7	No		0	3	0	3	0	95	68.75	3	4	23	2	1
38skelter	38	Control	skelter	Non-cognate	59	h		Post	7	No		0	7	0	7	0	95	68.75	3	4	23	2	1
38sambabal	38	Control	sambabal	Non-cognate	60	9		Post	7	No		0	8	0	8	0	95	68.75	3	4	23	2	1
38slang	38	Control	slang	Cognate	61	9	Yes	Post	3	No		0	4	0	4	0	95	68.75	3	4	23	2	1
38servet	38	Control	servet	Cognate	63	6	Yes	Post	7	No		0	6	0	6	0	95	68.75	3	4	23	2	1
38onderzetter	38	Control	onderzetter	Cognate	70	9	Yes	Post	3	No		0	10	0	10	0	95	68.75	3	4	23	2	1
38kurk	38	Control	kurk	Cognate	74	9	Yes	Post	7	No		0	4	0	4	0	95	68.75	3	4	23	2	1
38lantaarn	38	Control	lantaarn	Cognate	75	9	Yes	Post	3	No		0	7	0	7	0	95	68.75	3	4	23	2	1
38wafelijzer	38	Control	wafelijzer	Cognate	79	9	Yes	Post	7	No		0.89	9	8	1	0	95	68.75	3	4	23	2	1
39klapper	39	Control	klapper	Cognate	5	9	Yes	Post	3	No		0	6	0	6	0	84	51.25	3	1	20	4.333333333	3
39schroef	39	Control	schroef	Cognate	6	h	Yes	Post	3	No		0	5	0	5	0	84	51.25	3	1	20	4.333333333	3
39zeis	39	Control	zeis	Cognate	8	9	Yes	Post	7	No		0	3	0	3	0	84	51.25	3	1	20	4.333333333	3
39hengel	39	Control	hengel	Cognate	15	h	Yes	Post	3	No		0	5	0	5	0	84	51.25	3	1	20	4.333333333	3
39zaag	39	Control	zaag	Cognate	17	9	Yes	Post	7	Yes		0	3	0	3	0	84	51.25	3	1	20	4.333333333	3
39aambeeld	39	Control	aambeeld	Cognate	18	9	No	Post	7	No		0	6	0	6	0	84	51.25	3	1	20	4.333333333	3
39speldje	39	Control	speldje	Non-cognate	24	9		Post	3	No		1	7	7	0	0	84	51.25	3	1	20	4.333333333	3
39waaier	39	Control	waaier	Non-cognate	25	8		Post	7	No		0	5	0	5	0	84	51.25	3	1	20	4.333333333	3
39gesp	39	Control	gesp	Non-cognate	27	8		Post	3	No		0	4	0	4	0	84	51.25	3	1	20	4.333333333	3
39kous	39	Control	kous	Non-cognate	33	9		Post	7	No		0	3	0	3	0	84	51.25	3	1	20	4.333333333	3
39veter	39	Control	veter	Non-cognate	34	8		Post	3	No		0	5	0	5	0	84	51.25	3	1	20	4.333333333	3
39slab	39	Control	slab	Non-cognate	35	9		Post	7	No		0	4	0	4	0	84	51.25	3	1	20	4.333333333	3
39knuffel	39	Control	knuffel	Cognate	44	8	Yes	Post	7	Yes		0	6	0	6	0	84	51.25	3	1	20	4.333333333	3
39peddel	39	Control	peddel	Cognate	47	h	Yes	Post	7	Yes		0	5	0	5	0	84	51.25	3	1	20	4.333333333	3
39stokpaard	39	Control	stokpaard	Cognate	53	9	Yes	Post	3	No		0.78	8	6	2	-1	84	51.25	3	1	20	4.333333333	3
39emmer	39	Control	emmer	Cognate	56	h	Yes	Post	7	Yes		0	4	0	4	0	84	51.25	3	1	20	4.333333333	3
39gum	39	Control	gum	Cognate	57	8	Yes	Post	3	Yes		0.25	3	1	2	-5	84	51.25	3	1	20	4.333333333	3
39tamboerijn	39	Control	tamboerijn	Cognate	60	9	Yes	Post	3	Yes		0	8	0	8	0	84	51.25	3	1	20	4.333333333	3
39broodrooster	39	Control	broodrooster	Non-cognate	64	g		Post	7	Yes		0	10	0	10	0	84	51.25	3	1	20	4.333333333	3
39garde	39	Control	garde	Non-cognate	68	9		Post	3	No		0	5	0	5	0	84	51.25	3	1	20	4.333333333	3
39kooi	39	Control	kooi	Non-cognate	70	8		Post	7	Yes		1	3	3	0	0	84	51.25	3	1	20	4.333333333	3
39dienblad	39	Control	dienblad	Non-cognate	74	h		Post	3	No		0	7	0	7	0	84	51.25	3	1	20	4.333333333	3
39rietje	39	Control	rietje	Non-cognate	77	h		Post	3	Yes		0	5	0	5	0	84	51.25	3	1	20	4.333333333	3
39lessenaar	39	Control	lessenaar	Non-cognate	79	9		Post	7	No		0	7	0	7	0	84	51.25	3	1	20	4.333333333	3
40buis	40	Control	buis	Non-cognate	1	9		Post	7	Yes		0	3	0	3	0	81	72.5	3	4	24	2.666666667	2
40klos	40	Control	klos	Non-cognate	2	9		Post	3	No		0	4	0	4	0	81	72.5	3	4	24	2.666666667	2
40spijker	40	Control	spijker	Non-cognate	3	8		Post	3	Yes		0	6	0	6	0	81	72.5	3	4	24	2.666666667	2
40kruiwagen	40	Control	kruiwagen	Non-cognate	5	9		Post	7	No		0	7	0	7	0	81	72.5	3	4	24	2.666666667	2
40passer	40	Control	passer	Non-cognate	16	9		Post	3	No		0	5	0	5	0	81	72.5	3	4	24	2.666666667	2
40vijzel	40	Control	vijzel	Non-cognate	19	9		Post	7	No		0	5	0	5	0	81	72.5	3	4	24	2.666666667	2
40pruik	40	Control	pruik	Cognate	22	9	Yes	Post	3	No		0	4	0	4	0	81	72.5	3	4	24	2.666666667	2
40keppel	40	Control	keppel	Cognate	23	h	Yes	Post	3	No		0	5	0	5	0	81	72.5	3	4	24	2.666666667	2
40kroon	40	Control	kroon	Cognate	25	9	Yes	Post	7	No		0	4	0	4	0	81	72.5	3	4	24	2.666666667	2
40schort	40	Control	schort	Cognate	31	9	Yes	Post	3	Yes		0	5	0	5	0	81	72.5	3	4	24	2.666666667	2
40kraag	40	Control	kraag	Cognate	34	9	Yes	Post	7	No		0	4	0	4	0	81	72.5	3	4	24	2.666666667	2
40tulband	40	Control	tulband	Cognate	40	9	Yes	Post	7	No		0	7	0	7	0	81	72.5	3	4	24	2.666666667	2
40slinger	40	Control	slinger	Non-cognate	46	9		Post	7	No		0	6	0	6	0	81	72.5	3	4	24	2.666666667	2
40sambabal	40	Control	sambabal	Non-cognate	47	9		Post	3	No		0	8	0	8	0	81	72.5	3	4	24	2.666666667	2
40skelter	40	Control	skelter	Non-cognate	51	9		Post	3	No		0	7	0	7	0	81	72.5	3	4	24	2.666666667	2
40puntenslijper	40	Control	puntenslijper	Non-cognate	54	9		Post	7	Yes		0	11	0	11	0	81	72.5	3	4	24	2.666666667	2
40speen	40	Control	speen	Non-cognate	56	9		Post	7	No		0	4	0	4	0	81	72.5	3	4	24	2.666666667	2
40tol	40	Control	tol	Non-cognate	59	9		Post	3	No		0	3	0	3	0	81	72.5	3	4	24	2.666666667	2
40servet	40	Control	servet	Cognate	62	9	Yes	Post	3	Yes		0	6	0	6	0	81	72.5	3	4	24	2.666666667	2
40slang	40	Control	slang	Cognate	64	9	Yes	Post	7	No		0	4	0	4	0	81	72.5	3	4	24	2.666666667	2
40wafelijzer	40	Control	wafelijzer	Cognate	70	9	Yes	Post	3	Yes		0	9	0	9	0	81	72.5	3	4	24	2.666666667	2
40bezem	40	Control	bezem	Cognate	71	9	Yes	Post	3	Yes		0	5	0	5	0	81	72.5	3	4	24	2.666666667	2
40onderzetter	40	Control	onderzetter	Cognate	76	9	Yes	Post	7	Yes		0	10	0	10	0	81	72.5	3	4	24	2.666666667	2
40lantaarn	40	Control	lantaarn	Cognate	79	9	Yes	Post	7	No		0	7	0	7	0	81	72.5	3	4	24	2.666666667	2
41garde	41	Control	garde	Non-cognate	4	9		Post	7	No		0	5	0	5	0	78	67.5	3	2	20	4	3
41lessenaar	41	Control	lessenaar	Non-cognate	5	9		Post	3	No		0	7	0	7	0	78	67.5	3	2	20	4	3
41rietje	41	Control	rietje	Non-cognate	8	9		Post	7	No		0	5	0	5	0	78	67.5	3	2	20	4	3
41kapstok	41	Control	kapstok	Non-cognate	10	9		Post	7	No		0	7	0	7	0	78	67.5	3	2	20	4	3
41kooi	41	Control	kooi	Non-cognate	12	9		Post	3	Yes		0	3	0	3	0	78	67.5	3	2	20	4	3
41broodrooster	41	Control	broodrooster	Non-cognate	16	g		Post	3	No		0	10	0	10	0	78	67.5	3	2	20	4	3
41zwemvleugel	41	Control	zwemvleugel	Cognate	29	9	Yes	Post	3	No		0.9	10	9	1	0	78	67.5	3	2	20	4	3
41tamboerijn	41	Control	tamboerijn	Cognate	32	9	No	Post	7	No		0	8	0	8	0	78	67.5	3	2	20	4	3
41wip	41	Control	wip	Cognate	34	9	Yes	Post	7	No		0	3	0	3	0	78	67.5	3	2	20	4	3
41knuffel	41	Control	knuffel	Cognate	35	9	Yes	Post	3	No		0	6	0	6	0	78	67.5	3	2	20	4	3
41stelt	41	Control	stelt	Cognate	38	9	No	Post	3	No		0	5	0	5	0	78	67.5	3	2	20	4	3
41peddel	41	Control	peddel	Cognate	39	9	Yes	Post	7	No		0	5	0	5	0	78	67.5	3	2	20	4	3
41veter	41	Control	veter	Non-cognate	42	9		Post	7	No		0	5	0	5	0	78	67.5	3	2	20	4	3
41waaier	41	Control	waaier	Non-cognate	43	9		Post	3	No		0	5	0	5	0	78	67.5	3	2	20	4	3
41speldje	41	Control	speldje	Non-cognate	46	9		Post	7	No		0	7	0	7	0	78	67.5	3	2	20	4	3
41slab	41	Control	slab	Non-cognate	51	9		Post	3	No		0	4	0	4	0	78	67.5	3	2	20	4	3
41kous	41	Control	kous	Non-cognate	55	9		Post	3	No		0	3	0	3	0	78	67.5	3	2	20	4	3
41gesp	41	Control	gesp	Non-cognate	58	9		Post	7	No		0	4	0	4	0	78	67.5	3	2	20	4	3
41aambeeld	41	Control	aambeeld	Cognate	63	h	Yes	Post	3	No		0	6	0	6	0	78	67.5	3	2	20	4	3
41kruk	41	Control	kruk	Cognate	65	9	Yes	Post	7	No		0	4	0	4	0	78	67.5	3	2	20	4	3
41zaag	41	Control	zaag	Cognate	67	9	Yes	Post	3	No		0	3	0	3	0	78	67.5	3	2	20	4	3
41hengel	41	Control	hengel	Cognate	72	9	Yes	Post	7	No		0	5	0	5	0	78	67.5	3	2	20	4	3
41zeis	41	Control	zeis	Cognate	73	9	Yes	Post	3	No		0	3	0	3	0	78	67.5	3	2	20	4	3
41gieter	41	Control	gieter	Cognate	79	9	Yes	Post	7	No		0	5	0	5	0	78	67.5	3	2	20	4	3
42lantaarn	42	Control	lantaarn	Cognate	1	9	Yes	Post	3	No		0	7	0	7	0	79	71.25	3	0.75	21	3.333333333	3
42slang	42	Control	slang	Cognate	9	9	Yes	Post	3	No		0	4	0	4	0	79	71.25	3	0.75	21	3.333333333	3
42kurk	42	Control	kurk	Cognate	14	9	Yes	Post	7	No		0	4	0	4	0	79	71.25	3	0.75	21	3.333333333	3
42stamper	42	Control	stamper	Cognate	15	9	Yes	Post	7	No		0.58	7	4	3	-5	79	71.25	3	0.75	21	3.333333333	3
42wafelijzer	42	Control	wafelijzer	Cognate	17	9	Yes	Post	7	No		0	9	0	9	0	79	71.25	3	0.75	21	3.333333333	3
42onderzetter	42	Control	onderzetter	Cognate	19	9	Yes	Post	3	Yes		0	10	0	10	0	79	71.25	3	0.75	21	3.333333333	3
42sambabal	42	Control	sambabal	Non-cognate	24	9		Post	7	No		0	8	0	8	0	79	71.25	3	0.75	21	3.333333333	3
42tol	42	Control	tol	Non-cognate	30	9		Post	7	No		0	3	0	3	0	79	71.25	3	0.75	21	3.333333333	3
42puntenslijper	42	Control	puntenslijper	Non-cognate	32	9		Post	3	No		0.5	11	6	5	-1	79	71.25	3	0.75	21	3.333333333	3
42speen	42	Control	speen	Non-cognate	36	9		Post	3	No		0	4	0	4	0	79	71.25	3	0.75	21	3.333333333	3
42slinger	42	Control	slinger	Non-cognate	37	h		Post	3	No		0	6	0	6	0	79	71.25	3	0.75	21	3.333333333	3
42skelter	42	Control	skelter	Non-cognate	38	9		Post	7	No		0	7	0	7	0	79	71.25	3	0.75	21	3.333333333	3
42tulband	42	Control	tulband	Cognate	42	9	Yes	Post	3	No		0	7	0	7	0	79	71.25	3	0.75	21	3.333333333	3
42schort	42	Control	schort	Cognate	45	9	Yes	Post	7	No		0	5	0	5	0	79	71.25	3	0.75	21	3.333333333	3
42kraag	42	Control	kraag	Cognate	49	9	Yes	Post	3	No		0	4	0	4	0	79	71.25	3	0.75	21	3.333333333	3
42staf	42	Control	staf	Cognate	51	9	Yes	Post	7	No		0	4	0	4	0	79	71.25	3	0.75	21	3.333333333	3
42rits	42	Control	rits	Cognate	53	9	Yes	Post	3	No		0	4	0	4	0	79	71.25	3	0.75	21	3.333333333	3
42keppel	42	Control	keppel	Cognate	54	h	Yes	Post	7	No		0	5	0	5	0	79	71.25	3	0.75	21	3.333333333	3
42vijzel	42	Control	vijzel	Non-cognate	64	9		Post	3	No		0	5	0	5	0	79	71.25	3	0.75	21	3.333333333	3
42spuit	42	Control	spuit	Non-cognate	65	9		Post	3	Yes		0	4	0	4	0	79	71.25	3	0.75	21	3.333333333	3
42passer	42	Control	passer	Non-cognate	66	9		Post	7	No		0	5	0	5	0	79	71.25	3	0.75	21	3.333333333	3
42kwast	42	Control	kwast	Non-cognate	69	9		Post	7	No		0	5	0	5	0	79	71.25	3	0.75	21	3.333333333	3
42klos	42	Control	klos	Non-cognate	70	9		Post	7	No		0	4	0	4	0	79	71.25	3	0.75	21	3.333333333	3
42kruiwagen	42	Control	kruiwagen	Non-cognate	72	9		Post	3	No		0	7	0	7	0	79	71.25	3	0.75	21	3.333333333	3
43garde	43	Control	garde	Non-cognate	1	9		Post	3	No		0	5	0	5	0	83	73.75	4	3	21	4	3
43kapstok	43	Control	kapstok	Non-cognate	4	9		Post	3	No		0	7	0	7	0	83	73.75	4	3	21	4	3
43broodrooster	43	Control	broodrooster	Non-cognate	6	g		Post	7	Yes		0	10	0	10	0	83	73.75	4	3	21	4	3
43kooi	43	Control	kooi	Non-cognate	9	9		Post	7	Yes		0	3	0	3	0	83	73.75	4	3	21	4	3
43rietje	43	Control	rietje	Non-cognate	15	9		Post	3	No		0	5	0	5	0	83	73.75	4	3	21	4	3
43lessenaar	43	Control	lessenaar	Non-cognate	18	8		Post	7	Yes		0	7	0	7	0	83	73.75	4	3	21	4	3
43tamboerijn	43	Control	tamboerijn	Cognate	22	9	Yes	Post	3	Yes		0	8	0	8	0	83	73.75	4	3	21	4	3
43knuffel	43	Control	knuffel	Cognate	24	8	Yes	Post	7	Yes		0	6	0	6	0	83	73.75	4	3	21	4	3
43peddel	43	Control	peddel	Cognate	26	9	Yes	Post	7	Yes		0	5	0	5	0	83	73.75	4	3	21	4	3
43stokpaard	43	Control	stokpaard	Cognate	30	9	Yes	Post	3	No		0	8	0	8	0	83	73.75	4	3	21	4	3
43wip	43	Control	wip	Cognate	31	9	Yes	Post	3	No		0	3	0	3	0	83	73.75	4	3	21	4	3
43stelt	43	Control	stelt	Cognate	36	9	Yes	Post	7	No		0	5	0	5	0	83	73.75	4	3	21	4	3
43gesp	43	Control	gesp	Non-cognate	42	9		Post	3	No		0	4	0	4	0	83	73.75	4	3	21	4	3
43waaier	43	Control	waaier	Non-cognate	43	9		Post	7	Yes		0	5	0	5	0	83	73.75	4	3	21	4	3
43kous	43	Control	kous	Non-cognate	51	9		Post	7	No		0	3	0	3	0	83	73.75	4	3	21	4	3
43speldje	43	Control	speldje	Non-cognate	52	8		Post	3	No		0	7	0	7	0	83	73.75	4	3	21	4	3
43slab	43	Control	slab	Non-cognate	58	9		Post	7	No		0	4	0	4	0	83	73.75	4	3	21	4	3
43veter	43	Control	veter	Non-cognate	60	9		Post	3	No		0	5	0	5	0	83	73.75	4	3	21	4	3
43zaag	43	Control	zaag	Cognate	68	9	Yes	Post	7	Yes		0	3	0	3	0	83	73.75	4	3	21	4	3
43klapper	43	Control	klapper	Cognate	72	9	Yes	Post	3	No		0	6	0	6	0	83	73.75	4	3	21	4	3
43kruk	43	Control	kruk	Cognate	73	9	Yes	Post	3	No		0	4	0	4	0	83	73.75	4	3	21	4	3
43vijl	43	Control	vijl	Cognate	74	9	Yes	Post	3	No		0	3	0	3	0	83	73.75	4	3	21	4	3
43aambeeld	43	Control	aambeeld	Cognate	75	9	Yes	Post	7	No		0	6	0	6	0	83	73.75	4	3	21	4	3
43zeis	43	Control	zeis	Cognate	79	9	Yes	Post	7	No		0	3	0	3	0	83	73.75	4	3	21	4	3
44citruspers	44	Control	citruspers	Cognate	5	9	Yes	Post	7	No		0	10	0	10	0	92	73.75	4	3	24	4	2
44bezem	44	Control	bezem	Cognate	6	8	Yes	Post	7	Yes		0	5	0	5	0	92	73.75	4	3	24	4	2
44kurk	44	Control	kurk	Cognate	8	9	Yes	Post	3	No		0.75	4	3	1	0	92	73.75	4	3	24	4	2
44stamper	44	Control	stamper	Cognate	10	9	Yes	Post	3	No		1	7	7	0	0	92	73.75	4	3	24	4	2
44wafelijzer	44	Control	wafelijzer	Cognate	15	9	Yes	Post	3	No		0.44	9	4	5	0	92	73.75	4	3	24	4	2
44lantaarn	44	Control	lantaarn	Cognate	20	9	Yes	Post	7	No		0	7	0	7	0	92	73.75	4	3	24	4	2
44slinger	44	Control	slinger	Non-cognate	22	9		Post	7	No		0	6	0	6	0	92	73.75	4	3	24	4	2
44tol	44	Control	tol	Non-cognate	24	9		Post	3	No		0	3	0	3	0	92	73.75	4	3	24	4	2
44puntenslijper	44	Control	puntenslijper	Non-cognate	28	9		Post	7	No		0	11	0	11	0	92	73.75	4	3	24	4	2
44speen	44	Control	speen	Non-cognate	33	9		Post	7	No		0	4	0	4	0	92	73.75	4	3	24	4	2
44skelter	44	Control	skelter	Non-cognate	34	9		Post	3	No		0	7	0	7	0	92	73.75	4	3	24	4	2
44sambabal	44	Control	sambabal	Non-cognate	39	9		Post	3	No		0	8	0	8	0	92	73.75	4	3	24	4	2
44kraag	44	Control	kraag	Cognate	41	9	Yes	Post	7	No		0	4	0	4	0	92	73.75	4	3	24	4	2
44keppel	44	Control	keppel	Cognate	43	9	No	Post	3	No		0	5	0	5	0	92	73.75	4	3	24	4	2
44tulband	44	Control	tulband	Cognate	49	h	Yes	Post	7	No		0	7	0	7	0	92	73.75	4	3	24	4	2
44schort	44	Control	schort	Cognate	52	9	Yes	Post	3	No		0	5	0	5	0	92	73.75	4	3	24	4	2
44staf	44	Control	staf	Cognate	57	9	Yes	Post	7	Yes		0	4	0	4	0	92	73.75	4	3	24	4	2
44pruik	44	Control	pruik	Cognate	60	9	Yes	Post	3	Yes		0	4	0	4	0	92	73.75	4	3	24	4	2
44buis	44	Control	buis	Non-cognate	64	h		Post	7	No		0	3	0	3	0	92	73.75	4	3	24	4	2
44vijzel	44	Control	vijzel	Non-cognate	68	9		Post	7	No		0	5	0	5	0	92	73.75	4	3	24	4	2
44kruiwagen	44	Control	kruiwagen	Non-cognate	69	9		Post	7	No		0	7	0	7	0	92	73.75	4	3	24	4	2
44kwast	44	Control	kwast	Non-cognate	70	h		Post	3	No		0	5	0	5	0	92	73.75	4	3	24	4	2
44klos	44	Control	klos	Non-cognate	76	9		Post	3	No		0	4	0	4	0	92	73.75	4	3	24	4	2
44passer	44	Control	passer	Non-cognate	79	h		Post	3	No		0	5	0	5	0	92	73.75	4	3	24	4	2
45gieter	45	Control	gieter	Cognate	2	9	Yes	Post	7	Yes		0	5	0	5	0	75	85	4	7	26	4	3
45zeis	45	Control	zeis	Cognate	3	9	Yes	Post	3	No		0	3	0	3	0	75	85	4	7	26	4	3
45kruk	45	Control	kruk	Cognate	4	9	Yes	Post	3	Yes		0	4	0	4	0	75	85	4	7	26	4	3
45aambeeld	45	Control	aambeeld	Cognate	12	h	Yes	Post	3	No		0	6	0	6	0	75	85	4	7	26	4	3
45schroef	45	Control	schroef	Cognate	13	9	Yes	Post	7	Yes		1	5	5	0	0	75	85	4	7	26	4	3
45hengel	45	Control	hengel	Cognate	18	9	Yes	Post	7	No		0	5	0	5	0	75	85	4	7	26	4	3
45tooi	45	Control	tooi	Non-cognate	23	9		Post	7	No		0	3	0	3	0	75	85	4	7	26	4	3
45slab	45	Control	slab	Non-cognate	25	9		Post	3	No		0	4	0	4	0	75	85	4	7	26	4	3
45pak	45	Control	pak	Non-cognate	26	9		Post	3	Yes		0	3	0	3	0	75	85	4	7	26	4	3
45gesp	45	Control	gesp	Non-cognate	35	9		Post	7	No		0	4	0	4	0	75	85	4	7	26	4	3
45kous	45	Control	kous	Non-cognate	36	9		Post	3	Yes		0	3	0	3	0	75	85	4	7	26	4	3
45tuinbroek	45	Control	tuinbroek	Non-cognate	39	9		Post	7	Yes		0	7	0	7	0	75	85	4	7	26	4	3
45toverstaf	45	Control	toverstaf	Cognate	41	9	Yes	Post	3	Yes		0.89	9	8	1	0	75	85	4	7	26	4	3
45wip	45	Control	wip	Cognate	46	9	Yes	Post	7	Yes		0	3	0	3	0	75	85	4	7	26	4	3
45stokpaard	45	Control	stokpaard	Cognate	47	9	Yes	Post	7	Yes		0	8	0	8	0	75	85	4	7	26	4	3
45gum	45	Control	gum	Cognate	51	9	Yes	Post	3	No		0	3	0	3	0	75	85	4	7	26	4	3
45stelt	45	Control	stelt	Cognate	53	9	Yes	Post	3	Yes		0	5	0	5	0	75	85	4	7	26	4	3
45tamboerijn	45	Control	tamboerijn	Cognate	57	0	Yes	Post	7	No		0	8	0	8	0	75	85	4	7	26	4	3
45lessenaar	45	Control	lessenaar	Non-cognate	62	9		Post	3	No		0	7	0	7	0	75	85	4	7	26	4	3
45broodrooster	45	Control	broodrooster	Non-cognate	64	g		Post	3	No		0	10	0	10	0	75	85	4	7	26	4	3
45garde	45	Control	garde	Non-cognate	65	9		Post	7	Yes		0	5	0	5	0	75	85	4	7	26	4	3
45stolp	45	Control	stolp	Non-cognate	70	9		Post	7	No		0	5	0	5	0	75	85	4	7	26	4	3
45dweil	45	Control	dweil	Non-cognate	78	3		Post	3	Yes		1	4	4	0	0	75	85	4	7	26	4	3
45kapstok	45	Control	kapstok	Non-cognate	80	9		Post	7	Yes		0	7	0	7	0	75	85	4	7	26	4	3
46buis	46	Control	buis	Non-cognate	1	g		Post	3	Yes		0	3	0	3	0		68.75	4	0.666666667	20	3	3
46vijzel	46	Control	vijzel	Non-cognate	2	9		Post	3	No		0	5	0	5	0		68.75	4	0.666666667	20	3	3
46passer	46	Control	passer	Non-cognate	6	g		Post	7	No		0	5	0	5	0		68.75	4	0.666666667	20	3	3
46spijker	46	Control	spijker	Non-cognate	8	8		Post	7	Yes		0	6	0	6	0		68.75	4	0.666666667	20	3	3
46klos	46	Control	klos	Non-cognate	10	9		Post	7	No		0	4	0	4	0		68.75	4	0.666666667	20	3	3
46kruiwagen	46	Control	kruiwagen	Non-cognate	16	9		Post	3	No		0	7	0	7	0		68.75	4	0.666666667	20	3	3
46rits	46	Control	rits	Cognate	27	9	Yes	Post	3	No		0	4	0	4	0		68.75	4	0.666666667	20	3	3
46schort	46	Control	schort	Cognate	30	9	Yes	Post	7	No		0	5	0	5	0		68.75	4	0.666666667	20	3	3
46pruik	46	Control	pruik	Cognate	36	h	Yes	Post	7	No		0.6	4	2	2	-1		68.75	4	0.666666667	20	3	3
46tulband	46	Control	tulband	Cognate	38	8	Yes	Post	3	No		0	7	0	7	0		68.75	4	0.666666667	20	3	3
46keppel	46	Control	keppel	Cognate	39	9	No	Post	7	No		0	5	0	5	0		68.75	4	0.666666667	20	3	3
46kraag	46	Control	kraag	Cognate	40	9	Yes	Post	3	No		0	4	0	4	0		68.75	4	0.666666667	20	3	3
46sambabal	46	Control	sambabal	Non-cognate	42	9		Post	7	No		0	8	0	8	0		68.75	4	0.666666667	20	3	3
46puntenslijper	46	Control	puntenslijper	Non-cognate	52	9		Post	3	No		0	11	0	11	0		68.75	4	0.666666667	20	3	3
46skelter	46	Control	skelter	Non-cognate	53	9		Post	7	No		0	7	0	7	0		68.75	4	0.666666667	20	3	3
