"ID"	"Participant"	"Condition"	"Word"	"Cognate"	"TrialNumberRaw"	"PreTestRaw"	"GermanKnown"	"TestingMoment"	"RetentionInterval"	"KnownBefore"	"MeanTime"	"Score"	"Phonemes"	"PhonemesCorrectRelative"	"PhonemesIncorrectRelative"	"ExtraPhonemes"	"L1Frequency"	"L2Frequency"	"Concreteness"	"Memory"	"Lextale"	"Proficiency"	"YearsOfDutch"	"Age"	"Exposure"	"HowManyOtherLanguages"
"29kapstok"	"29"	"Experimental"	"kapstok"	"Non-cognate"	28	"7"	""	"Main2"	"7"	"No"	""	0	7	0	7	0	0.03	0.23	4.8	95	57.5	2	1	20	3	2
"29rietje"	"29"	"Experimental"	"rietje"	"Non-cognate"	32	"7"	""	"Main2"	"7"	"No"	""	0	5	0	5	0	0.56	0.56	5	95	57.5	2	1	20	3	2
"29broodrooster"	"29"	"Experimental"	"broodrooster"	"Non-cognate"	40	"h"	""	"Main2"	"3"	"No"	""	1	10	10	0	0	0.81	0.53	4.87	95	57.5	2	1	20	3	2
"29garde"	"29"	"Experimental"	"garde"	"Non-cognate"	42	"7"	""	"Main2"	"7"	"No"	""	0	5	0	5	0	0.03	0.76	3.45	95	57.5	2	1	20	3	2
"29aambeeld"	"29"	"Experimental"	"aambeeld"	"Cognate"	52	"7"	"Yes"	"Main4"	"3"	"No"	""	0	6	0	6	0	0.23	0.18	3.79	95	57.5	2	1	20	3	2
"29zaag"	"29"	"Experimental"	"zaag"	"Cognate"	56	"7"	"Yes"	"Main4"	"3"	"No"	""	0	3	0	3	0	0.61	0.66	4.73	95	57.5	2	1	20	3	2
"29hengel"	"29"	"Experimental"	"hengel"	"Cognate"	72	"7"	"Yes"	"Main4"	"7"	"No"	""	1	5	5	0	0	1.23	0.47	4.6	95	57.5	2	1	20	3	2
"29zeis"	"29"	"Experimental"	"zeis"	"Cognate"	80	"7"	"Yes"	"Main4"	"3"	"No"	""	0	3	0	3	0	0.36	0.2	4.86	95	57.5	2	1	20	3	2
"29schroef"	"29"	"Experimental"	"schroef"	"Cognate"	82	"7"	"Yes"	"Main4"	"7"	"No"	""	0	5	0	5	0	0.65	0.47	4.87	95	57.5	2	1	20	3	2
"29kous"	"29"	"Experimental"	"kous"	"Non-cognate"	52	"7"	""	"Main4"	"3"	"No"	""	0	3	0	3	0	0.41	0.51	4.67	95	57.5	2	1	20	3	2
"29waaier"	"29"	"Experimental"	"waaier"	"Non-cognate"	56	"7"	""	"Main4"	"3"	"No"	""	1	5	5	0	0	0.45	0.31	4.53	95	57.5	2	1	20	3	2
"29veter"	"29"	"Experimental"	"veter"	"Non-cognate"	68	"7"	""	"Main4"	"7"	"No"	""	0	5	0	5	0	0.52	0.37	4.47	95	57.5	2	1	20	3	2
"29gesp"	"29"	"Experimental"	"gesp"	"Non-cognate"	72	"7"	""	"Main4"	"7"	"No"	""	0	4	0	4	0	0.21	0.29	4.53	95	57.5	2	1	20	3	2
"29slab"	"29"	"Experimental"	"slab"	"Non-cognate"	80	"7"	""	"Main4"	"3"	"No"	""	1	4	4	0	0	0.17	0.01	4.75	95	57.5	2	1	20	3	2
"29speldje"	"29"	"Experimental"	"speldje"	"Non-cognate"	82	"7"	""	"Main4"	"7"	"No"	""	0	7	0	7	0	0.42	0.1	NA	95	57.5	2	1	20	3	2
"29toverstaf"	"29"	"Experimental"	"toverstaf"	"Cognate"	52	"7"	"Yes"	"Main4"	"3"	"No"	""	1	9	9	0	0	0.52	0.26	4.4	95	57.5	2	1	20	3	2
"29stelt"	"29"	"Experimental"	"stelt"	"Cognate"	56	"7"	"Yes"	"Main4"	"3"	"No"	""	0	5	0	5	0	0.12	1.74	3.92	95	57.5	2	1	20	3	2
"29tamboerijn"	"29"	"Experimental"	"tamboerijn"	"Cognate"	68	"7"	"Yes"	"Main4"	"7"	"No"	""	1	8	8	0	0	0.11	0.16	4.6	95	57.5	2	1	20	3	2
"29stokpaard"	"29"	"Experimental"	"stokpaard"	"Cognate"	72	"7"	"Yes"	"Main4"	"7"	"No"	""	1	8	8	0	0	0.08	0.01	NA	95	57.5	2	1	20	3	2
"29peddel"	"29"	"Experimental"	"peddel"	"Cognate"	80	"7"	"Yes"	"Main4"	"3"	"No"	""	0	5	0	5	0	0.26	0.3	4.8	95	57.5	2	1	20	3	2
"29wip"	"29"	"Experimental"	"wip"	"Cognate"	82	"7"	"Yes"	"Main4"	"7"	"No"	""	1	3	3	0	0	0.09	0.91	4.47	95	57.5	2	1	20	3	2
"29lessenaar"	"29"	"Experimental"	"lessenaar"	"Non-cognate"	52	"7"	""	"Main4"	"3"	"No"	""	1	7	7	0	0	0.34	0.1	4.64	95	57.5	2	1	20	3	2
"29kooi"	"29"	"Experimental"	"kooi"	"Non-cognate"	56	"7"	""	"Main4"	"3"	"Yes"	""	1	3	3	0	0	1.15	1.17	4.53	95	57.5	2	1	20	3	2
"29rietje"	"29"	"Experimental"	"rietje"	"Non-cognate"	68	"7"	""	"Main4"	"7"	"No"	""	0	5	0	5	0	0.56	0.56	5	95	57.5	2	1	20	3	2
"29kapstok"	"29"	"Experimental"	"kapstok"	"Non-cognate"	72	"7"	""	"Main4"	"7"	"No"	""	0	7	0	7	0	0.03	0.23	4.8	95	57.5	2	1	20	3	2
"29broodrooster"	"29"	"Experimental"	"broodrooster"	"Non-cognate"	80	"h"	""	"Main4"	"3"	"No"	""	1	10	10	0	0	0.81	0.53	4.87	95	57.5	2	1	20	3	2
"29garde"	"29"	"Experimental"	"garde"	"Non-cognate"	82	"7"	""	"Main4"	"7"	"No"	""	0	5	0	5	0	0.03	0.76	3.45	95	57.5	2	1	20	3	2
"29zeis"	"29"	"Experimental"	"zeis"	"Cognate"	2	"7"	"Yes"	"Post"	"3"	"No"	""	0	3	0	3	0	0.36	0.2	4.86	95	57.5	2	1	20	3	2
"29schroef"	"29"	"Experimental"	"schroef"	"Cognate"	3	"7"	"Yes"	"Post"	"7"	"No"	""	0.6	5	3	2	0	0.65	0.47	4.87	95	57.5	2	1	20	3	2
"29aambeeld"	"29"	"Experimental"	"aambeeld"	"Cognate"	5	"7"	"Yes"	"Post"	"3"	"No"	""	0	6	0	6	0	0.23	0.18	3.79	95	57.5	2	1	20	3	2
"29zaag"	"29"	"Experimental"	"zaag"	"Cognate"	6	"7"	"Yes"	"Post"	"3"	"No"	""	0.4	3	1	2	-2	0.61	0.66	4.73	95	57.5	2	1	20	3	2
"29hengel"	"29"	"Experimental"	"hengel"	"Cognate"	7	"7"	"Yes"	"Post"	"7"	"No"	""	0.8	5	4	1	0	1.23	0.47	4.6	95	57.5	2	1	20	3	2
"29kous"	"29"	"Experimental"	"kous"	"Non-cognate"	10	"7"	""	"Post"	"3"	"No"	""	0	3	0	3	0	0.41	0.51	4.67	95	57.5	2	1	20	3	2
"29gesp"	"29"	"Experimental"	"gesp"	"Non-cognate"	11	"7"	""	"Post"	"7"	"No"	""	0	4	0	4	0	0.21	0.29	4.53	95	57.5	2	1	20	3	2
"29veter"	"29"	"Experimental"	"veter"	"Non-cognate"	12	"7"	""	"Post"	"7"	"No"	""	0	5	0	5	0	0.52	0.37	4.47	95	57.5	2	1	20	3	2
"29slab"	"29"	"Experimental"	"slab"	"Non-cognate"	15	"7"	""	"Post"	"3"	"No"	""	1	4	4	0	0	0.17	0.01	4.75	95	57.5	2	1	20	3	2
"29waaier"	"29"	"Experimental"	"waaier"	"Non-cognate"	17	"7"	""	"Post"	"3"	"No"	""	0.4	5	2	3	0	0.45	0.31	4.53	95	57.5	2	1	20	3	2
"29speldje"	"29"	"Experimental"	"speldje"	"Non-cognate"	18	"7"	""	"Post"	"7"	"No"	""	0	7	0	7	0	0.42	0.1	NA	95	57.5	2	1	20	3	2
"29stelt"	"29"	"Experimental"	"stelt"	"Cognate"	20	"7"	"Yes"	"Post"	"3"	"No"	""	0	5	0	5	0	0.12	1.74	3.92	95	57.5	2	1	20	3	2
"29toverstaf"	"29"	"Experimental"	"toverstaf"	"Cognate"	21	"7"	"Yes"	"Post"	"3"	"No"	""	1	9	9	0	0	0.52	0.26	4.4	95	57.5	2	1	20	3	2
"29peddel"	"29"	"Experimental"	"peddel"	"Cognate"	22	"7"	"Yes"	"Post"	"3"	"No"	""	0	5	0	5	0	0.26	0.3	4.8	95	57.5	2	1	20	3	2
"29tamboerijn"	"29"	"Experimental"	"tamboerijn"	"Cognate"	23	"7"	"Yes"	"Post"	"7"	"No"	""	1	8	8	0	0	0.11	0.16	4.6	95	57.5	2	1	20	3	2
"29stokpaard"	"29"	"Experimental"	"stokpaard"	"Cognate"	24	"7"	"Yes"	"Post"	"7"	"No"	""	1	8	8	0	0	0.08	0.01	NA	95	57.5	2	1	20	3	2
"29wip"	"29"	"Experimental"	"wip"	"Cognate"	26	"7"	"Yes"	"Post"	"7"	"No"	""	1	3	3	0	0	0.09	0.91	4.47	95	57.5	2	1	20	3	2
"29rietje"	"29"	"Experimental"	"rietje"	"Non-cognate"	27	"7"	""	"Post"	"7"	"No"	""	0	5	0	5	0	0.56	0.56	5	95	57.5	2	1	20	3	2
"29broodrooster"	"29"	"Experimental"	"broodrooster"	"Non-cognate"	28	"h"	""	"Post"	"3"	"No"	""	0.9	10	9	1	0	0.81	0.53	4.87	95	57.5	2	1	20	3	2
"29kooi"	"29"	"Experimental"	"kooi"	"Non-cognate"	30	"7"	""	"Post"	"3"	"Yes"	""	0.33	3	1	2	0	1.15	1.17	4.53	95	57.5	2	1	20	3	2
"29kapstok"	"29"	"Experimental"	"kapstok"	"Non-cognate"	31	"7"	""	"Post"	"7"	"No"	""	0.57	7	4	3	0	0.03	0.23	4.8	95	57.5	2	1	20	3	2
"29garde"	"29"	"Experimental"	"garde"	"Non-cognate"	32	"7"	""	"Post"	"7"	"No"	""	0	5	0	5	0	0.03	0.76	3.45	95	57.5	2	1	20	3	2
"29lessenaar"	"29"	"Experimental"	"lessenaar"	"Non-cognate"	36	"7"	""	"Post"	"3"	"No"	""	0.43	7	3	4	0	0.34	0.1	4.64	95	57.5	2	1	20	3	2
"30spuit"	"30"	"Experimental"	"spuit"	"Non-cognate"	12	"9"	""	"Main2"	"3"	"No"	""	0	4	0	4	0	1.08	1.03	4.6	91	75	2	3	22	1.666666667	3
"30vijzel"	"30"	"Experimental"	"vijzel"	"Non-cognate"	16	"9"	""	"Main2"	"3"	"No"	""	0.8	5	4	1	0	0.38	0.02	4	91	75	2	3	22	1.666666667	3
"30klos"	"30"	"Experimental"	"klos"	"Non-cognate"	28	"h"	""	"Main2"	"7"	"No"	""	1	4	4	0	0	1.96	0.02	3.82	91	75	2	3	22	1.666666667	3
"30spijker"	"30"	"Experimental"	"spijker"	"Non-cognate"	32	"h"	""	"Main2"	"7"	"No"	""	0	6	0	6	0	0.89	0.66	4.87	91	75	2	3	22	1.666666667	3
"30kruiwagen"	"30"	"Experimental"	"kruiwagen"	"Non-cognate"	40	"9"	""	"Main2"	"3"	"No"	""	1	7	7	0	0	0.3	0.35	4.8	91	75	2	3	22	1.666666667	3
"30passer"	"30"	"Experimental"	"passer"	"Non-cognate"	42	"h"	""	"Main2"	"7"	"No"	""	1	5	5	0	0	0.25	0.05	4.86	91	75	2	3	22	1.666666667	3
"30rits"	"30"	"Experimental"	"rits"	"Cognate"	12	"8"	"Yes"	"Main2"	"3"	"No"	""	1	4	4	0	0	0.65	0.73	4.73	91	75	2	3	22	1.666666667	3
"30tulband"	"30"	"Experimental"	"tulband"	"Cognate"	16	"7"	"Yes"	"Main2"	"3"	"No"	""	0.57	7	4	3	0	0.39	0.27	4.6	91	75	2	3	22	1.666666667	3
"30schort"	"30"	"Experimental"	"schort"	"Cognate"	28	"9"	"Yes"	"Main2"	"7"	"No"	""	0	5	0	5	0	0.48	0.58	4.87	91	75	2	3	22	1.666666667	3
"30pruik"	"30"	"Experimental"	"pruik"	"Cognate"	32	"9"	"Yes"	"Main2"	"7"	"Yes"	""	0.75	4	3	1	0	0.84	0.88	4.8	91	75	2	3	22	1.666666667	3
"30kraag"	"30"	"Experimental"	"kraag"	"Cognate"	40	"9"	"Yes"	"Main2"	"3"	"No"	""	1	4	4	0	0	0.87	0.66	4.73	91	75	2	3	22	1.666666667	3
"30keppel"	"30"	"Experimental"	"keppel"	"Cognate"	42	"7"	"Yes"	"Main2"	"7"	"No"	""	0	5	0	5	0	NA	0.02	4.25	91	75	2	3	22	1.666666667	3
"30puntenslijper"	"30"	"Experimental"	"puntenslijper"	"Non-cognate"	12	"9"	""	"Main2"	"3"	"No"	""	1	11	11	0	0	0.05	0.01	NA	91	75	2	3	22	1.666666667	3
"30slinger"	"30"	"Experimental"	"slinger"	"Non-cognate"	16	"9"	""	"Main2"	"3"	"No"	""	1	6	6	0	0	0.12	0.39	4.4	91	75	2	3	22	1.666666667	3
"30tol"	"30"	"Experimental"	"tol"	"Non-cognate"	28	"9"	""	"Main2"	"7"	"No"	""	0	3	0	3	0	0.19	0.68	3.67	91	75	2	3	22	1.666666667	3
"30sambabal"	"30"	"Experimental"	"sambabal"	"Non-cognate"	32	"9"	""	"Main2"	"7"	"No"	""	1	8	8	0	0	0	0	NA	91	75	2	3	22	1.666666667	3
"30speen"	"30"	"Experimental"	"speen"	"Non-cognate"	40	"9"	""	"Main2"	"3"	"No"	""	1	4	4	0	0	0.2	0.14	4.31	91	75	2	3	22	1.666666667	3
"30skelter"	"30"	"Experimental"	"skelter"	"Non-cognate"	42	"h"	""	"Main2"	"7"	"No"	""	0	7	0	7	0	0.02	0.03	3.6	91	75	2	3	22	1.666666667	3
"30slang"	"30"	"Experimental"	"slang"	"Cognate"	12	"9"	"Yes"	"Main2"	"3"	"No"	""	1	4	4	0	0	0.79	1.35	4.87	91	75	2	3	22	1.666666667	3
"30lantaarn"	"30"	"Experimental"	"lantaarn"	"Cognate"	16	"9"	"Yes"	"Main2"	"3"	"No"	""	1	7	7	0	0	0.43	0.42	4.87	91	75	2	3	22	1.666666667	3
"30bezem"	"30"	"Experimental"	"bezem"	"Cognate"	28	"8"	"Yes"	"Main2"	"7"	"No"	""	1	5	5	0	0	0.73	0.68	4.93	91	75	2	3	22	1.666666667	3
"30stamper"	"30"	"Experimental"	"stamper"	"Cognate"	32	"9"	"Yes"	"Main2"	"7"	"No"	""	1	7	7	0	0	0.05	0.32	4.5	91	75	2	3	22	1.666666667	3
"30onderzetter"	"30"	"Experimental"	"onderzetter"	"Cognate"	40	"9"	"Yes"	"Main2"	"3"	"No"	""	1	10	10	0	0	0.28	0.06	4.27	91	75	2	3	22	1.666666667	3
"30wafelijzer"	"30"	"Experimental"	"wafelijzer"	"Cognate"	42	"9"	"Yes"	"Main2"	"7"	"No"	""	1	9	9	0	0	0.25	0.1	4.6	91	75	2	3	22	1.666666667	3
"30vijzel"	"30"	"Experimental"	"vijzel"	"Non-cognate"	52	"9"	""	"Main4"	"3"	"No"	""	1	5	5	0	0	0.38	0.02	4	91	75	2	3	22	1.666666667	3
"30spuit"	"30"	"Experimental"	"spuit"	"Non-cognate"	56	"9"	""	"Main4"	"3"	"No"	""	0	4	0	4	0	1.08	1.03	4.6	91	75	2	3	22	1.666666667	3
"30spijker"	"30"	"Experimental"	"spijker"	"Non-cognate"	68	"h"	""	"Main4"	"7"	"No"	""	1	6	6	0	0	0.89	0.66	4.87	91	75	2	3	22	1.666666667	3
"30klos"	"30"	"Experimental"	"klos"	"Non-cognate"	72	"h"	""	"Main4"	"7"	"No"	""	1	4	4	0	0	1.96	0.02	3.82	91	75	2	3	22	1.666666667	3
"30kruiwagen"	"30"	"Experimental"	"kruiwagen"	"Non-cognate"	80	"9"	""	"Main4"	"3"	"No"	""	1	7	7	0	0	0.3	0.35	4.8	91	75	2	3	22	1.666666667	3
"30passer"	"30"	"Experimental"	"passer"	"Non-cognate"	82	"h"	""	"Main4"	"7"	"No"	""	1	5	5	0	0	0.25	0.05	4.86	91	75	2	3	22	1.666666667	3
"30tulband"	"30"	"Experimental"	"tulband"	"Cognate"	52	"7"	"Yes"	"Main4"	"3"	"No"	""	1	7	7	0	0	0.39	0.27	4.6	91	75	2	3	22	1.666666667	3
"30rits"	"30"	"Experimental"	"rits"	"Cognate"	56	"8"	"Yes"	"Main4"	"3"	"No"	""	1	4	4	0	0	0.65	0.73	4.73	91	75	2	3	22	1.666666667	3
"30pruik"	"30"	"Experimental"	"pruik"	"Cognate"	68	"9"	"Yes"	"Main4"	"7"	"Yes"	""	1	4	4	0	0	0.84	0.88	4.8	91	75	2	3	22	1.666666667	3
"30schort"	"30"	"Experimental"	"schort"	"Cognate"	72	"9"	"Yes"	"Main4"	"7"	"No"	""	0	5	0	5	0	0.48	0.58	4.87	91	75	2	3	22	1.666666667	3
"30kraag"	"30"	"Experimental"	"kraag"	"Cognate"	80	"9"	"Yes"	"Main4"	"3"	"No"	""	1	4	4	0	0	0.87	0.66	4.73	91	75	2	3	22	1.666666667	3
"30keppel"	"30"	"Experimental"	"keppel"	"Cognate"	82	"7"	"Yes"	"Main4"	"7"	"No"	""	1	5	5	0	0	NA	0.02	4.25	91	75	2	3	22	1.666666667	3
"30slinger"	"30"	"Experimental"	"slinger"	"Non-cognate"	52	"9"	""	"Main4"	"3"	"No"	""	1	6	6	0	0	0.12	0.39	4.4	91	75	2	3	22	1.666666667	3
"30puntenslijper"	"30"	"Experimental"	"puntenslijper"	"Non-cognate"	56	"9"	""	"Main4"	"3"	"No"	""	1	11	11	0	0	0.05	0.01	NA	91	75	2	3	22	1.666666667	3
"30sambabal"	"30"	"Experimental"	"sambabal"	"Non-cognate"	68	"9"	""	"Main4"	"7"	"No"	""	1	8	8	0	0	0	0	NA	91	75	2	3	22	1.666666667	3
"30tol"	"30"	"Experimental"	"tol"	"Non-cognate"	72	"9"	""	"Main4"	"7"	"No"	""	0	3	0	3	0	0.19	0.68	3.67	91	75	2	3	22	1.666666667	3
"30speen"	"30"	"Experimental"	"speen"	"Non-cognate"	80	"9"	""	"Main4"	"3"	"No"	""	1	4	4	0	0	0.2	0.14	4.31	91	75	2	3	22	1.666666667	3
"30skelter"	"30"	"Experimental"	"skelter"	"Non-cognate"	82	"h"	""	"Main4"	"7"	"No"	""	0	7	0	7	0	0.02	0.03	3.6	91	75	2	3	22	1.666666667	3
"30lantaarn"	"30"	"Experimental"	"lantaarn"	"Cognate"	52	"9"	"Yes"	"Main4"	"3"	"No"	""	1	7	7	0	0	0.43	0.42	4.87	91	75	2	3	22	1.666666667	3
"30slang"	"30"	"Experimental"	"slang"	"Cognate"	56	"9"	"Yes"	"Main4"	"3"	"No"	""	1	4	4	0	0	0.79	1.35	4.87	91	75	2	3	22	1.666666667	3
"30stamper"	"30"	"Experimental"	"stamper"	"Cognate"	68	"9"	"Yes"	"Main4"	"7"	"No"	""	1	7	7	0	0	0.05	0.32	4.5	91	75	2	3	22	1.666666667	3
"30bezem"	"30"	"Experimental"	"bezem"	"Cognate"	72	"8"	"Yes"	"Main4"	"7"	"No"	""	1	5	5	0	0	0.73	0.68	4.93	91	75	2	3	22	1.666666667	3
"30onderzetter"	"30"	"Experimental"	"onderzetter"	"Cognate"	80	"9"	"Yes"	"Main4"	"3"	"No"	""	1	10	10	0	0	0.28	0.06	4.27	91	75	2	3	22	1.666666667	3
"30wafelijzer"	"30"	"Experimental"	"wafelijzer"	"Cognate"	82	"9"	"Yes"	"Main4"	"7"	"No"	""	1	9	9	0	0	0.25	0.1	4.6	91	75	2	3	22	1.666666667	3
"30kruiwagen"	"30"	"Experimental"	"kruiwagen"	"Non-cognate"	3	"9"	""	"Post"	"3"	"No"	""	0.88	7	6	1	-1	0.3	0.35	4.8	91	75	2	3	22	1.666666667	3
"30klos"	"30"	"Experimental"	"klos"	"Non-cognate"	5	"h"	""	"Post"	"7"	"No"	""	0.25	4	1	3	0	1.96	0.02	3.82	91	75	2	3	22	1.666666667	3
"30spuit"	"30"	"Experimental"	"spuit"	"Non-cognate"	6	"9"	""	"Post"	"3"	"No"	""	0	4	0	4	0	1.08	1.03	4.6	91	75	2	3	22	1.666666667	3
"30passer"	"30"	"Experimental"	"passer"	"Non-cognate"	7	"h"	""	"Post"	"7"	"No"	""	1	5	5	0	0	0.25	0.05	4.86	91	75	2	3	22	1.666666667	3
"30vijzel"	"30"	"Experimental"	"vijzel"	"Non-cognate"	8	"9"	""	"Post"	"3"	"No"	""	0	5	0	5	0	0.38	0.02	4	91	75	2	3	22	1.666666667	3
"30spijker"	"30"	"Experimental"	"spijker"	"Non-cognate"	9	"h"	""	"Post"	"7"	"No"	""	1	6	6	0	0	0.89	0.66	4.87	91	75	2	3	22	1.666666667	3
"30schort"	"30"	"Experimental"	"schort"	"Cognate"	10	"9"	"Yes"	"Post"	"7"	"No"	""	0	5	0	5	0	0.48	0.58	4.87	91	75	2	3	22	1.666666667	3
"30keppel"	"30"	"Experimental"	"keppel"	"Cognate"	11	"7"	"Yes"	"Post"	"7"	"No"	""	1	5	5	0	0	NA	0.02	4.25	91	75	2	3	22	1.666666667	3
"30tulband"	"30"	"Experimental"	"tulband"	"Cognate"	12	"7"	"Yes"	"Post"	"3"	"No"	""	1	7	7	0	0	0.39	0.27	4.6	91	75	2	3	22	1.666666667	3
"30kraag"	"30"	"Experimental"	"kraag"	"Cognate"	14	"9"	"Yes"	"Post"	"3"	"No"	""	1	4	4	0	0	0.87	0.66	4.73	91	75	2	3	22	1.666666667	3
"30pruik"	"30"	"Experimental"	"pruik"	"Cognate"	15	"9"	"Yes"	"Post"	"7"	"Yes"	""	1	4	4	0	0	0.84	0.88	4.8	91	75	2	3	22	1.666666667	3
"30rits"	"30"	"Experimental"	"rits"	"Cognate"	16	"8"	"Yes"	"Post"	"3"	"No"	""	1	4	4	0	0	0.65	0.73	4.73	91	75	2	3	22	1.666666667	3
"30sambabal"	"30"	"Experimental"	"sambabal"	"Non-cognate"	18	"9"	""	"Post"	"7"	"No"	""	1	8	8	0	0	0	0	NA	91	75	2	3	22	1.666666667	3
"30slinger"	"30"	"Experimental"	"slinger"	"Non-cognate"	21	"9"	""	"Post"	"3"	"No"	""	0.67	6	4	2	0	0.12	0.39	4.4	91	75	2	3	22	1.666666667	3
"30tol"	"30"	"Experimental"	"tol"	"Non-cognate"	23	"9"	""	"Post"	"7"	"No"	""	0	3	0	3	0	0.19	0.68	3.67	91	75	2	3	22	1.666666667	3
"30puntenslijper"	"30"	"Experimental"	"puntenslijper"	"Non-cognate"	24	"9"	""	"Post"	"3"	"No"	""	0	11	0	11	0	0.05	0.01	NA	91	75	2	3	22	1.666666667	3
"30skelter"	"30"	"Experimental"	"skelter"	"Non-cognate"	25	"h"	""	"Post"	"7"	"No"	""	0	7	0	7	0	0.02	0.03	3.6	91	75	2	3	22	1.666666667	3
"30speen"	"30"	"Experimental"	"speen"	"Non-cognate"	27	"9"	""	"Post"	"3"	"No"	""	1	4	4	0	0	0.2	0.14	4.31	91	75	2	3	22	1.666666667	3
"30slang"	"30"	"Experimental"	"slang"	"Cognate"	29	"9"	"Yes"	"Post"	"3"	"No"	""	1	4	4	0	0	0.79	1.35	4.87	91	75	2	3	22	1.666666667	3
"30stamper"	"30"	"Experimental"	"stamper"	"Cognate"	30	"9"	"Yes"	"Post"	"7"	"No"	""	1	7	7	0	0	0.05	0.32	4.5	91	75	2	3	22	1.666666667	3
"30onderzetter"	"30"	"Experimental"	"onderzetter"	"Cognate"	32	"9"	"Yes"	"Post"	"3"	"No"	""	0.9	10	9	1	0	0.28	0.06	4.27	91	75	2	3	22	1.666666667	3
"30wafelijzer"	"30"	"Experimental"	"wafelijzer"	"Cognate"	33	"9"	"Yes"	"Post"	"7"	"No"	""	1	9	9	0	0	0.25	0.1	4.6	91	75	2	3	22	1.666666667	3
"30bezem"	"30"	"Experimental"	"bezem"	"Cognate"	34	"8"	"Yes"	"Post"	"7"	"No"	""	0	5	0	5	0	0.73	0.68	4.93	91	75	2	3	22	1.666666667	3
"30lantaarn"	"30"	"Experimental"	"lantaarn"	"Cognate"	35	"9"	"Yes"	"Post"	"3"	"No"	""	1	7	7	0	0	0.43	0.42	4.87	91	75	2	3	22	1.666666667	3
"31schroef"	"31"	"Experimental"	"schroef"	"Cognate"	12	"9"	"Yes"	"Main2"	"3"	"No"	""	0	5	0	5	0	0.65	0.47	4.87	84	58.75	4	1	19	2.666666667	2
"31gieter"	"31"	"Experimental"	"gieter"	"Cognate"	16	"9"	"Yes"	"Main2"	"3"	"No"	""	0	5	0	5	0	0.12	0.12	4.73	84	58.75	4	1	19	2.666666667	2
"31zaag"	"31"	"Experimental"	"zaag"	"Cognate"	28	"9"	"Yes"	"Main2"	"7"	"No"	""	1	3	3	0	0	0.61	0.66	4.73	84	58.75	4	1	19	2.666666667	2
"31aambeeld"	"31"	"Experimental"	"aambeeld"	"Cognate"	32	"9"	"Yes"	"Main2"	"7"	"No"	""	0.5	6	3	3	0	0.23	0.18	3.79	84	58.75	4	1	19	2.666666667	2
"31hengel"	"31"	"Experimental"	"hengel"	"Cognate"	40	"h"	"Yes"	"Main2"	"3"	"No"	""	0	5	0	5	0	1.23	0.47	4.6	84	58.75	4	1	19	2.666666667	2
"31zeis"	"31"	"Experimental"	"zeis"	"Cognate"	42	"9"	"Yes"	"Main2"	"7"	"No"	""	0	3	0	3	0	0.36	0.2	4.86	84	58.75	4	1	19	2.666666667	2
"31hes"	"31"	"Experimental"	"hes"	"Non-cognate"	12	"8"	""	"Main2"	"3"	"No"	""	0	3	0	3	0	NA	0.07	NA	84	58.75	4	1	19	2.666666667	2
"31gesp"	"31"	"Experimental"	"gesp"	"Non-cognate"	16	"9"	""	"Main2"	"3"	"No"	""	0	4	0	4	0	0.21	0.29	4.53	84	58.75	4	1	19	2.666666667	2
"31kous"	"31"	"Experimental"	"kous"	"Non-cognate"	28	"9"	""	"Main2"	"7"	"No"	""	0	3	0	3	0	0.41	0.51	4.67	84	58.75	4	1	19	2.666666667	2
"31waaier"	"31"	"Experimental"	"waaier"	"Non-cognate"	32	"9"	""	"Main2"	"7"	"No"	""	1	5	5	0	0	0.45	0.31	4.53	84	58.75	4	1	19	2.666666667	2
"31veter"	"31"	"Experimental"	"veter"	"Non-cognate"	40	"8"	""	"Main2"	"3"	"No"	""	0	5	0	5	0	0.52	0.37	4.47	84	58.75	4	1	19	2.666666667	2
"31slab"	"31"	"Experimental"	"slab"	"Non-cognate"	42	"9"	""	"Main2"	"7"	"No"	""	0	4	0	4	0	0.17	0.01	4.75	84	58.75	4	1	19	2.666666667	2
"31peddel"	"31"	"Experimental"	"peddel"	"Cognate"	12	"9"	"Yes"	"Main2"	"3"	"No"	""	0	5	0	5	0	0.26	0.3	4.8	84	58.75	4	1	19	2.666666667	2
"31tamboerijn"	"31"	"Experimental"	"tamboerijn"	"Cognate"	16	"h"	"Yes"	"Main2"	"3"	"Yes"	""	1	8	8	0	0	0.11	0.16	4.6	84	58.75	4	1	19	2.666666667	2
"31knuffel"	"31"	"Experimental"	"knuffel"	"Cognate"	28	"9"	"Yes"	"Main2"	"7"	"Yes"	""	1	6	6	0	0	0.11	1.11	4.6	84	58.75	4	1	19	2.666666667	2
"31stelt"	"31"	"Experimental"	"stelt"	"Cognate"	32	"8"	"Yes"	"Main2"	"7"	"No"	""	0.83	5	4	1	-1	0.12	1.74	3.92	84	58.75	4	1	19	2.666666667	2
"31wip"	"31"	"Experimental"	"wip"	"Cognate"	40	"9"	"Yes"	"Main2"	"3"	"No"	""	1	3	3	0	0	0.09	0.91	4.47	84	58.75	4	1	19	2.666666667	2
"31gum"	"31"	"Experimental"	"gum"	"Cognate"	42	"h"	"Yes"	"Main2"	"7"	"No"	""	1	3	3	0	0	0.18	0.17	4.4	84	58.75	4	1	19	2.666666667	2
